serial,day,month,year,Date,season,time,bin_depth_min,bin_depth_max,n,depth_mean,depth_sd,depth_cv,temp_mean,temp_sd,temp_cv,cond_mean,cond_sd,cond_cv,ph_mean,ph_sd,ph_cv,turb_mean,turb_sd,turb_cv,chloro_mean,chloro_sd,chloro_cv,do_percent_mean,do_percent_sd,do_percent_cv,do_ppm_mean,do_ppm_sd,do_ppm_cv,lat,long
135,20,6,2013,6/20/2013,Spring,1200,7.5,8.5,2,7.891,0.384,0.049,18.315,0.092,0.005,0.275,0,0,8.245,0.007,0.001,6.65,0.071,0.011,-0.3,0,0,105.35,0.071,0.001,9.9,0.028,0.003,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,8.5,9.5,3,9.03,0.389,0.043,18.007,0.08,0.004,0.277,0,0,8.253,0.006,0.001,6.667,0.115,0.017,0.7,1.054,1.506,104.5,2.166,0.021,9.883,0.194,0.02,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,9.5,10.5,2,10.039,0.247,0.025,17.875,0.021,0.001,0.277,0,0,8.25,0,0,6.7,0,0,-1.3,0.99,-0.762,102,0,0,9.67,0,0,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,10.5,11.5,3,10.981,0.381,0.035,17.797,0.035,0.002,0.277,0.001,0.004,8.25,0,0,6.867,0.058,0.008,-0.3,2.858,-9.527,101.8,0.1,0.001,9.673,0.006,0.001,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,11.5,12.5,10,12.063,0.189,0.016,17.023,0.742,0.044,0.279,0.003,0.011,8.2,0.039,0.005,6.93,0.386,0.056,0.43,1.336,3.107,91.71,8.423,0.092,8.847,0.733,0.083,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,12.5,13.5,9,12.981,0.222,0.017,16.287,0.902,0.055,0.277,0.004,0.014,8.209,0.037,0.005,8.533,0.8,0.094,0.4,1.482,3.705,93.322,6.552,0.07,9.148,0.631,0.069,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,13.5,14.5,6,13.857,0.296,0.021,15.582,0.291,0.019,0.279,0.002,0.007,8.185,0.039,0.005,10.15,0.394,0.039,1.133,1.959,1.729,89.983,6.204,0.069,8.957,0.64,0.071,41.56392,-82.4527
135,20,6,2013,6/20/2013,Spring,1200,14.5,15.5,2,14.508,0.009,0.001,15.25,0.042,0.003,0.281,0,0,8.14,0,0,970,123.461,0.127,22.15,3.748,0.169,82.25,0.778,0.009,8.24,0.071,0.009,41.56392,-82.4527
136,20,6,2013,6/20/2013,Spring,1005,-0.5,0.5,22,0.232,0.085,0.366,18.433,0.639,0.035,0.16,0.133,0.831,8.151,0.042,0.005,39.195,0.159,0.004,4.7,0,0,95.059,0.81,0.009,8.918,0.193,0.022,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,0.5,1.5,4,1.093,0.303,0.277,17.955,0.006,0,0.278,0.001,0.004,8.19,0,0,39.1,0,0,4.7,0,0,95.65,0.058,0.001,9.06,0,0,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,1.5,2.5,4,2.04,0.257,0.126,17.942,0.01,0.001,0.277,0,0,8.19,0,0,39.1,0,0,4.7,0,0,95.7,0,0,9.06,0,0,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,2.5,3.5,4,2.934,0.243,0.083,17.953,0.01,0.001,0.278,0,0,8.19,0,0,39.1,0,0,4.7,0,0,95.65,0.058,0.001,9.057,0.005,0.001,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,3.5,4.5,4,3.971,0.313,0.079,17.905,0.013,0.001,0.277,0,0,8.197,0.005,0.001,39.1,0,0,4.7,0,0,95.7,0,0,9.072,0.005,0.001,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,4.5,5.5,5,5.062,0.257,0.051,17.878,0.008,0,0.278,0,0,8.2,0,0,39.06,0.055,0.001,4.7,0,0,95.76,0.055,0.001,9.08,0,0,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,5.5,6.5,4,5.881,0.301,0.051,17.867,0.005,0,0.278,0,0,8.2,0,0,22.7,18.822,0.829,0.45,2.908,6.462,97.125,2.65,0.027,9.207,0.255,0.028,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,6.5,7.5,10,6.943,0.349,0.05,17.779,0.119,0.007,0.277,0.001,0.004,8.202,0.004,0,7.88,3.158,0.401,0.54,1.854,3.433,101.24,0.135,0.001,9.622,0.035,0.004,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,7.5,8.5,5,8.11,0.326,0.04,17.318,0.107,0.006,0.276,0.001,0.004,8.21,0,0,6.46,0.114,0.018,-0.6,1.185,-1.975,101.26,0.055,0.001,9.716,0.017,0.002,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,8.5,9.5,4,9.037,0.293,0.032,17.105,0.052,0.003,0.276,0.001,0.004,8.207,0.005,0.001,6.325,0.096,0.015,-0.1,0.622,-6.22,101,0.141,0.001,9.735,0.006,0.001,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,9.5,10.5,4,10.179,0.245,0.024,16.883,0.095,0.006,0.276,0,0,8.2,0,0,6.4,0.216,0.034,-1.15,1.69,-1.47,100.625,0.171,0.002,9.74,0.008,0.001,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,10.5,11.5,3,10.935,0.119,0.011,16.723,0.015,0.001,0.276,0,0,8.193,0.006,0.001,6.4,0.1,0.016,0.567,1.721,3.035,100.1,0.2,0.002,9.727,0.015,0.002,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,11.5,12.5,5,11.975,0.332,0.028,16.63,0.056,0.003,0.276,0,0,8.184,0.005,0.001,6.64,0.378,0.057,0.7,1.83,2.614,99.54,0.219,0.002,9.69,0.007,0.001,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,12.5,13.5,7,13.142,0.319,0.024,16.46,0.015,0.001,0.276,0,0,8.166,0.005,0.001,7.171,0.275,0.038,0.543,1.052,1.937,98.3,0.643,0.007,9.6,0.057,0.006,41.66335,-82.45392
136,20,6,2013,6/20/2013,Spring,1005,13.5,14.5,6,13.81,0.156,0.011,16.443,0.005,0,0.276,0.001,0.004,8.147,0.005,0.001,7.75,0.666,0.086,0.283,1.675,5.919,96.8,0.346,0.004,9.46,0.035,0.004,41.66335,-82.45392
137,19,6,2013,6/19/2013,Spring,1450,-0.5,0.5,47,0.158,0.001,0.006,17.399,0.595,0.034,0.111,0.067,0.604,8.127,0.054,0.007,51.898,0.194,0.004,8.2,0,0,89.932,0.705,0.008,8.62,0.178,0.021,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,0.5,1.5,2,0.852,0.339,0.398,17.555,0.078,0.004,0.278,0,0,8.185,0.007,0.001,51.95,0.071,0.001,8.2,0,0,89.75,0.071,0.001,8.565,0.021,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,1.5,2.5,3,1.926,0.417,0.217,17.68,0.017,0.001,0.276,0.001,0.004,8.19,0,0,36.967,26.038,0.704,5.433,4.792,0.882,89.6,0,0,8.533,0.006,0.001,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,2.5,3.5,2,3.156,0.169,0.054,17.69,0,0,0.277,0,0,8.19,0,0,7,0,0,-1.1,1.131,-1.028,94.25,0.071,0.001,8.97,0.014,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,3.5,4.5,2,3.993,0.255,0.064,17.645,0.021,0.001,0.276,0,0,8.19,0,0,6.85,0.071,0.01,0.7,0.424,0.606,94.7,0.141,0.001,9.025,0.021,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,4.5,5.5,2,5.123,0.305,0.06,17.62,0,0,0.276,0.001,0.004,8.19,0,0,6.95,0.071,0.01,-1.95,0.495,-0.254,95.35,0.212,0.002,9.085,0.021,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,5.5,6.5,2,5.801,0.06,0.01,17.63,0,0,0.277,0,0,8.19,0,0,6.95,0.071,0.01,-0.35,2.758,-7.88,95.85,0.212,0.002,9.14,0.014,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,6.5,7.5,2,7.044,0.39,0.055,17.585,0.064,0.004,0.276,0.001,0.004,8.19,0,0,7,0.283,0.04,0,3.394,NA,96.5,0.283,0.003,9.205,0.035,0.004,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,7.5,8.5,3,8.064,0.368,0.046,17.447,0.031,0.002,0.276,0,0,8.193,0.006,0.001,7.267,0.153,0.021,0.067,0.651,9.716,97,0.2,0.002,9.28,0.02,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,8.5,9.5,1,9.062,0,0,17.41,0,0,0.276,0,0,8.2,0,0,6.8,0,0,0.3,0,0,97.3,0,0,9.32,0,0,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,9.5,10.5,3,9.825,0.307,0.031,17.377,0.015,0.001,0.276,0.001,0.004,8.2,0,0,7.7,0.819,0.106,-0.533,4.11,-7.711,97.633,0.115,0.001,9.357,0.015,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,10.5,11.5,2,10.966,0.202,0.018,17.33,0.014,0.001,0.276,0.001,0.004,8.2,0,0,8,1.273,0.159,1.3,2.687,2.067,97.9,0.141,0.001,9.39,0.014,0.001,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,11.5,12.5,3,11.949,0.394,0.033,17.267,0.025,0.001,0.276,0.001,0.004,8.2,0,0,7.333,0.058,0.008,1.367,0.764,0.559,98.233,0.153,0.002,9.43,0.02,0.002,41.76475,-82.44952
137,19,6,2013,6/19/2013,Spring,1450,12.5,13.5,2,12.733,0.175,0.014,17.225,0.007,0,0.276,0.001,0.004,8.2,0,0,7.65,0.212,0.028,3,0.99,0.33,98.45,0.071,0.001,9.47,0,0,41.76475,-82.44952
138,20,6,2013,6/20/2013,Spring,1550,-0.5,0.5,79,0.177,0.018,0.102,19.259,0.283,0.015,0.151,0.051,0.338,8.14,0.038,0.005,47.965,14.612,0.305,2.977,2.144,0.72,92.19,0.352,0.004,8.505,0.074,0.009,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,0.5,1.5,7,1.06,0.221,0.208,20.336,0.315,0.015,0.274,0.002,0.007,8.273,0.018,0.002,12.029,9.205,0.765,3.9,1.628,0.417,98.243,2.796,0.028,8.866,0.206,0.023,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,1.5,2.5,5,2.087,0.36,0.172,20.58,0.01,0,0.274,0.001,0.004,8.318,0.013,0.002,8.5,0.283,0.033,4.92,1.874,0.381,105.48,1.633,0.015,9.472,0.147,0.016,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,2.5,3.5,3,3.075,0.215,0.07,20.567,0.006,0,0.274,0.001,0.004,8.343,0.006,0.001,8.4,0.173,0.021,4.867,0.862,0.177,109.167,0.85,0.008,9.807,0.075,0.008,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,3.5,4.5,4,3.946,0.353,0.089,20.375,0.125,0.006,0.272,0,0,8.373,0.01,0.001,8.725,0.525,0.06,7.85,2.515,0.32,111.45,0.777,0.007,10.053,0.092,0.009,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,4.5,5.5,5,4.983,0.296,0.059,19.892,0.22,0.011,0.272,0.001,0.004,8.39,0,0,8.68,0.228,0.026,5.54,1.801,0.325,113.3,0.464,0.004,10.316,0.086,0.008,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,5.5,6.5,5,5.97,0.297,0.05,19.606,0.015,0.001,0.273,0.001,0.004,8.374,0.005,0.001,8.76,0.207,0.024,4.3,1.263,0.294,113.36,0.365,0.003,10.382,0.026,0.003,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,6.5,7.5,6,6.953,0.356,0.051,19.575,0.005,0,0.274,0.001,0.004,8.353,0.008,0.001,8.617,0.271,0.031,4.617,1.139,0.247,111.9,0.632,0.006,10.257,0.057,0.006,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,7.5,8.5,5,8.053,0.263,0.033,19.56,0.007,0,0.274,0.001,0.004,8.334,0.005,0.001,8.4,0.158,0.019,4.36,2.705,0.62,109.98,0.46,0.004,10.082,0.041,0.004,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,8.5,9.5,5,8.937,0.358,0.04,19.548,0.004,0,0.274,0.001,0.004,8.322,0.004,0,8.34,0.152,0.018,2.3,1.525,0.663,108.72,0.396,0.004,9.966,0.035,0.004,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,9.5,10.5,4,9.935,0.329,0.033,19.5,0.05,0.003,0.273,0.002,0.007,8.31,0,0,9,0.44,0.049,4.65,3.955,0.851,107.45,0.387,0.004,9.86,0.026,0.003,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,10.5,11.5,5,10.995,0.407,0.037,19.196,0.128,0.007,0.27,0.001,0.004,8.29,0.016,0.002,9.02,0.944,0.105,1.64,2.488,1.517,105.48,0.887,0.008,9.74,0.059,0.006,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,11.5,12.5,5,12.074,0.334,0.028,18.746,0.153,0.008,0.274,0.002,0.007,8.24,0.016,0.002,12.2,0.316,0.026,1.56,1.214,0.778,101.68,1.455,0.014,9.476,0.108,0.011,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,12.5,13.5,4,13.176,0.309,0.023,18.41,0.189,0.01,0.276,0,0,8.2,0.022,0.003,14.05,2.711,0.193,0.4,3.178,7.945,96.375,3.083,0.032,9.043,0.25,0.028,41.46333,-82.34693
138,20,6,2013,6/20/2013,Spring,1550,13.5,14.5,10,13.829,0.151,0.011,18.154,0.179,0.01,0.278,0.005,0.018,8.16,0.026,0.003,126.17,178.14,1.412,13.19,11.545,0.875,90.66,3.681,0.041,8.55,0.318,0.037,41.46333,-82.34693
139,20,6,2013,6/20/2013,Spring,1252,-0.5,0.5,20,0.176,0.004,0.023,18.607,0.322,0.017,0.066,0.109,1.652,8.123,0.063,0.008,31.66,26.489,0.837,0.4,2.251,5.627,95.34,0.637,0.007,8.913,0.116,0.013,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,0.5,1.5,11,0.773,0.216,0.279,19.765,0.322,0.016,0.272,0.002,0.007,8.21,0.008,0.001,7.955,0.144,0.018,0.591,1.427,2.415,100.018,1.995,0.02,9.129,0.143,0.016,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,1.5,2.5,3,2.022,0.4,0.198,19.88,0.056,0.003,0.271,0,0,8.223,0.006,0.001,7.967,0.231,0.029,0.967,0.751,0.777,103.5,0.4,0.004,9.427,0.05,0.005,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,2.5,3.5,4,3.082,0.404,0.131,19.525,0.228,0.012,0.27,0.001,0.004,8.238,0.01,0.001,8.225,0.126,0.015,3.3,0.56,0.17,104.325,0.222,0.002,9.57,0.063,0.007,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,3.5,4.5,2,3.902,0.199,0.051,19.12,0.042,0.002,0.27,0.001,0.004,8.25,0,0,8.3,0.283,0.034,2.75,0.919,0.334,104.7,0,0,9.685,0.007,0.001,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,4.5,5.5,3,5.012,0.425,0.085,18.997,0.04,0.002,0.271,0.001,0.004,8.257,0.006,0.001,8.2,0.1,0.012,2.5,1.572,0.629,105,0.1,0.001,9.733,0.015,0.002,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,5.5,6.5,2,6.139,0.437,0.071,18.92,0.014,0.001,0.271,0,0,8.26,0,0,8.45,0.354,0.042,2.6,0.707,0.272,105.1,0,0,9.76,0,0,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,6.5,7.5,3,7.044,0.464,0.066,18.88,0.01,0.001,0.271,0.001,0.004,8.26,0,0,8.267,0.153,0.019,4.3,1.5,0.349,105.333,0.058,0.001,9.787,0.006,0.001,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,7.5,8.5,2,8.044,0.17,0.021,18.82,0.042,0.002,0.272,0.001,0.004,8.255,0.007,0.001,8.05,0.071,0.009,1.3,1.131,0.87,105.3,0,0,9.8,0.014,0.001,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,8.5,9.5,3,9.074,0.367,0.04,18.617,0.1,0.005,0.272,0,0,8.247,0.006,0.001,8.1,0.265,0.033,0.3,1.3,4.333,104.9,0.2,0.002,9.8,0,0,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,9.5,10.5,2,10.078,0.377,0.037,18.37,0.057,0.003,0.273,0,0,8.24,0,0,8.2,0.283,0.035,-0.25,0.778,-3.112,104.3,0.283,0.003,9.79,0.014,0.001,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,10.5,11.5,3,11.028,0.375,0.034,17.797,0.361,0.02,0.274,0.001,0.004,8.227,0.012,0.001,9.167,0.231,0.025,-0.7,0.954,-1.363,102.667,0.751,0.007,9.757,0.006,0.001,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,11.5,12.5,10,12.005,0.067,0.006,16.89,0.118,0.007,0.278,0.001,0.004,8.179,0.02,0.002,9.29,0.292,0.031,1.18,1.581,1.34,94.83,4.085,0.043,9.178,0.375,0.041,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,12.5,13.5,4,12.883,0.269,0.021,16.723,0.093,0.006,0.278,0,0,8.123,0.013,0.002,8.525,0.624,0.073,2.375,1.735,0.731,86.375,1.408,0.016,8.39,0.121,0.014,41.56448,-82.35175
139,20,6,2013,6/20/2013,Spring,1252,13.5,14.5,3,13.843,0.272,0.02,15.977,0.441,0.028,0.278,0.002,0.007,8.1,0,0,7.9,0.346,0.044,-0.833,1.704,-2.046,82,1.4,0.017,8.093,0.06,0.007,41.56448,-82.35175
140,20,6,2013,6/20/2013,Spring,1055,-0.5,0.5,19,0.175,0.005,0.029,18.535,0.343,0.019,0.143,0.134,0.937,8.145,0.029,0.004,20.826,18.692,0.898,15.521,52.71,3.396,92.926,0.216,0.002,8.699,0.072,0.008,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,0.5,1.5,4,1.075,0.398,0.37,18.505,0.142,0.008,0.28,0.001,0.004,8.16,0,0,8.7,1.374,0.158,0.675,2.602,3.855,94.225,0.479,0.005,8.822,0.026,0.003,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,1.5,2.5,7,2.109,0.158,0.075,18.569,0.025,0.001,0.278,0,0,8.167,0.005,0.001,7.7,0.153,0.02,0.857,0.918,1.071,96.143,0.714,0.007,8.989,0.072,0.008,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,2.5,3.5,7,2.91,0.259,0.089,18.54,0.02,0.001,0.279,0,0,8.176,0.005,0.001,7.557,0.079,0.01,-0.214,1.862,-8.701,97.886,0.41,0.004,9.159,0.04,0.004,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,3.5,4.5,5,3.95,0.329,0.083,18.506,0.013,0.001,0.279,0.001,0.004,8.18,0,0,7.66,0.089,0.012,-1.04,2.515,-2.418,98.84,0.207,0.002,9.256,0.021,0.002,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,4.5,5.5,4,4.991,0.279,0.056,18.483,0.005,0,0.278,0.001,0.004,8.18,0,0,7.45,0.1,0.013,1.65,1.162,0.704,99.375,0.126,0.001,9.31,0.014,0.002,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,5.5,6.5,5,5.956,0.363,0.061,18.402,0.096,0.005,0.278,0.001,0.004,8.182,0.004,0,7.42,0.259,0.035,1.12,1.441,1.287,99.48,0.084,0.001,9.336,0.013,0.001,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,6.5,7.5,4,7.098,0.376,0.053,17.767,0.314,0.018,0.275,0.001,0.004,8.207,0.01,0.001,6.675,0.096,0.014,0.075,1.666,22.213,99.25,0.129,0.001,9.435,0.065,0.007,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,7.5,8.5,4,8.028,0.3,0.037,17.18,0.055,0.003,0.277,0,0,8.22,0,0,6.525,0.096,0.015,1.025,1.632,1.592,99.4,0.141,0.001,9.565,0.021,0.002,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,8.5,9.5,5,8.972,0.391,0.044,17.05,0.027,0.002,0.277,0,0,8.22,0,0,6.48,0.084,0.013,-0.7,1.6,-2.286,99.82,0.192,0.002,9.63,0.027,0.003,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,9.5,10.5,4,10.133,0.178,0.018,16.968,0.03,0.002,0.277,0,0,8.22,0,0,6.325,0.15,0.024,0.825,0.981,1.189,100.4,0.183,0.002,9.705,0.024,0.002,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,10.5,11.5,4,10.941,0.242,0.022,16.867,0.031,0.002,0.277,0,0,8.22,0,0,6.5,0.183,0.028,0.125,2.17,17.36,100.725,0.126,0.001,9.755,0.017,0.002,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,11.5,12.5,5,11.873,0.348,0.029,16.744,0.049,0.003,0.277,0.001,0.004,8.22,0,0,6.38,0.084,0.013,-0.38,1.778,-4.679,100.98,0.045,0,9.804,0.011,0.001,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,12.5,13.5,6,13.098,0.379,0.029,15.59,1.114,0.071,0.275,0.004,0.015,8.222,0.004,0,7.167,0.543,0.076,0.333,1.335,4.009,98.933,2.386,0.024,9.845,0.056,0.006,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,13.5,14.5,11,13.877,0.255,0.018,14.291,0.267,0.019,0.279,0.001,0.004,8.2,0.024,0.003,7.891,0.226,0.029,0.682,1.463,2.145,94.936,2.849,0.03,9.715,0.24,0.025,41.66545,-82.3487
140,20,6,2013,6/20/2013,Spring,1055,14.5,15.5,4,14.649,0.077,0.005,14.082,0.005,0,0.28,0,0,8.155,0.006,0.001,168.4,320.133,1.901,1.225,1.696,1.384,90.25,0.569,0.006,9.277,0.061,0.007,41.66545,-82.3487
141,20,6,2013,6/20/2013,Spring,1415,-0.5,0.5,3,0.33,0.091,0.276,20.587,0.006,0,0.286,0.001,0.003,8.427,0.006,0.001,8.433,0.153,0.018,8.367,15.658,1.871,115.8,0,0,10.4,0,0,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,0.5,1.5,2,0.863,0.365,0.423,20.59,0,0,0.286,0,0,8.42,0,0,8.55,0.071,0.008,9.7,7.92,0.816,115.9,0,0,10.41,0,0,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,1.5,2.5,3,1.87,0.289,0.155,20.573,0.006,0,0.286,0,0,8.43,0,0,8.5,0.265,0.031,3.7,2.381,0.644,115.933,0.058,0.001,10.417,0.006,0.001,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,2.5,3.5,4,2.885,0.31,0.107,20.512,0.051,0.002,0.285,0.001,0.004,8.435,0.006,0.001,8.675,0.222,0.026,4.025,1.984,0.493,115.925,0.05,0,10.43,0.014,0.001,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,3.5,4.5,4,3.903,0.236,0.06,20.245,0.137,0.007,0.283,0,0,8.455,0.013,0.002,9.35,0.645,0.069,6.625,1.609,0.243,116.025,0.126,0.001,10.49,0.039,0.004,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,4.5,5.5,12,4.624,0.119,0.026,19.885,0.04,0.002,0.283,0.001,0.004,8.483,0.008,0.001,8.883,0.282,0.032,8.408,2.336,0.278,116.742,0.382,0.003,10.632,0.042,0.004,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,5.5,6.5,2,5.91,0.342,0.058,19.84,0.014,0.001,0.283,0,0,8.48,0,0,9.2,0.424,0.046,6.3,1.838,0.292,117.55,0.071,0.001,10.715,0.007,0.001,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,6.5,7.5,2,6.882,0.369,0.054,19.8,0.014,0.001,0.283,0,0,8.465,0.007,0.001,9.05,0.071,0.008,6.25,1.768,0.283,117.45,0.071,0.001,10.715,0.007,0.001,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,7.5,8.5,3,8.088,0.466,0.058,19.757,0.015,0.001,0.284,0,0,8.443,0.006,0.001,9.2,0.346,0.038,3.033,1.457,0.48,116.933,0.351,0.003,10.673,0.025,0.002,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,8.5,9.5,2,9.105,0.194,0.021,19.73,0,0,0.284,0.001,0.004,8.43,0,0,8.9,0.283,0.032,4.1,0.566,0.138,116.05,0.212,0.002,10.6,0.028,0.003,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,9.5,10.5,3,10.118,0.341,0.034,19.61,0.128,0.007,0.28,0.003,0.011,8.42,0,0,9.233,0.737,0.08,2.267,3.459,1.526,114.733,0.603,0.005,10.507,0.031,0.003,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,10.5,11.5,2,10.986,0.274,0.025,19.125,0.177,0.009,0.278,0.001,0.004,8.405,0.007,0.001,9.7,0.283,0.029,0.85,1.485,1.747,112.8,0.707,0.006,10.43,0.028,0.003,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,11.5,12.5,3,11.952,0.385,0.032,18.713,0.091,0.005,0.278,0.001,0.004,8.37,0.01,0.001,10.133,0.611,0.06,1.033,0.907,0.878,109.967,1.25,0.011,10.253,0.1,0.01,41.46292,-82.24912
141,20,6,2013,6/20/2013,Spring,1415,12.5,13.5,4,13.144,0.357,0.027,18.4,0.127,0.007,0.278,0.001,0.004,8.335,0.013,0.002,137.625,246.065,1.788,2.325,4.058,1.745,105.2,1.807,0.017,9.87,0.145,0.015,41.46292,-82.24912
501,17,9,2013,9/17/2013,Autumn,1451,-0.5,0.5,13,0.338,0.079,0.234,18.108,0.004,0,0.239,0,0,9.156,0.007,0.001,39.223,7.602,0.194,2.962,2.449,0.827,112.008,0.028,0,10.572,0.004,0,41.76375,-83.34615
501,17,9,2013,9/17/2013,Autumn,1451,0.5,1.5,9,0.906,0.36,0.397,18.083,0.02,0.001,0.239,0,0,9.166,0.007,0.001,37.389,5.472,0.146,3.356,1.824,0.544,112.133,0.071,0.001,10.591,0.006,0.001,41.76375,-83.34615
501,17,9,2013,9/17/2013,Autumn,1451,1.5,2.5,9,2.023,0.266,0.131,17.93,0.108,0.006,0.239,0,0,9.169,0.003,0,36.544,4.95,0.135,3.922,1.137,0.29,111.844,0.181,0.002,10.596,0.009,0.001,41.76375,-83.34615
501,17,9,2013,9/17/2013,Autumn,1451,2.5,3.5,7,3,0.297,0.099,17.63,0.04,0.002,0.239,0,0,9.169,0.004,0,37.214,5.11,0.137,4.229,1.208,0.286,110.514,0.456,0.004,10.536,0.036,0.003,41.76375,-83.34615
501,17,9,2013,9/17/2013,Autumn,1451,3.5,4.5,10,3.977,0.275,0.069,17.494,0.037,0.002,0.239,0,0,9.169,0.003,0,52.43,9.45,0.18,4.86,1.808,0.372,108.17,0.892,0.008,10.342,0.085,0.008,41.76375,-83.34615
